('172.217.170.100', 0),45:00:00:35:00:00,40:00:33:11:82:E5,55724
('172.217.170.100', 0),45:00:04:F7:00:00,40:00:33:11:7E:23,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:3D:50:4A,40:00:80:11:E5:92,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:39:00:00,40:00:33:11:7E:E1,55724
('172.217.170.100', 0),45:00:04:19:00:00,40:00:33:11:7F:01,55724
('172.217.170.100', 0),45:00:04:F7:00:00,40:00:33:11:7E:23,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:00:5C:00:00,40:00:33:11:82:BE,55724
('172.217.170.78', 0),45:00:00:FC:70:98,00:00:33:06:51:A7,55724
('192.168.172.236', 0),45:00:00:68:F4:86,40:00:80:06:41:4C,43200
('192.168.172.236', 0),45:00:00:FE:F4:88,40:00:80:06:40:B4,43200
('172.217.170.100', 0),45:00:04:F7:00:00,40:00:33:11:7E:23,55724
('192.168.172.236', 0),45:00:00:3D:50:54,40:00:80:11:E5:88,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:3D:50:58,40:00:80:11:E5:84,43200
('192.168.172.236', 0),45:00:00:3D:78:B5,40:00:80:11:BD:68,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.35', 0),45:00:03:FE:00:00,40:00:33:11:7F:5D,55724
('192.168.172.236', 0),45:00:00:3F:78:B6,40:00:80:11:BD:65,43200
('192.168.172.236', 0),45:00:00:28:F4:8A,40:00:80:06:41:88,43200
('192.168.172.236', 0),45:00:00:3D:50:5B,40:00:80:11:E5:81,43200
('192.168.172.236', 0),45:00:00:47:F4:8B,40:00:80:06:41:68,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:3D:50:61,40:00:80:11:E5:7B,43200
('192.168.172.236', 0),45:00:00:3D:50:64,40:00:80:11:E5:78,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:18:00:00,40:00:33:11:7F:02,55724
('192.168.172.236', 0),45:00:00:3D:78:B8,40:00:80:11:BD:65,43200
('172.217.170.100', 0),45:00:00:36:00:00,40:00:33:11:82:E4,55724
('172.217.170.35', 0),45:00:00:35:00:00,40:00:33:11:83:26,55724
('192.168.172.236', 0),45:00:00:3D:50:69,40:00:80:11:E5:73,43200
('172.217.170.100', 0),45:00:00:36:00:00,40:00:33:11:82:E4,55724
('172.217.170.100', 0),45:00:04:F7:00:00,40:00:33:11:7E:23,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:9D:78:B9,40:00:80:11:BD:04,43200
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:3D:50:6C,40:00:80:11:E5:70,43200
('192.168.172.236', 0),45:00:00:28:F4:8C,40:00:80:06:41:86,43200
('192.168.172.236', 0),45:00:00:4F:F4:8D,40:00:80:06:41:5E,43200
('172.217.170.35', 0),45:00:00:37:00:00,40:00:33:11:83:24,55724
('192.168.172.236', 0),45:00:00:3D:78:BA,40:00:80:11:BD:63,43200
('192.168.172.48', 0),45:00:00:74:74:99,40:00:40:11:EB:71,43200
('172.217.170.78', 0),45:00:00:34:71:30,00:00:33:06:51:D7,55724
('172.217.170.78', 0),45:00:00:28:71:31,00:00:33:06:51:E2,55724
('192.168.172.236', 0),45:00:00:3D:50:6E,40:00:80:11:E5:6E,43200
('192.168.172.236', 0),45:00:00:DF:50:6F,40:00:80:11:E4:CB,43200
('192.168.172.236', 0),45:00:00:D1:50:70,40:00:80:11:E4:D8,43200
('172.217.170.35', 0),45:00:00:5F:00:00,40:00:33:11:82:FC,55724
('192.168.172.236', 0),45:00:02:11:78:BC,40:00:80:11:BB:8D,43200
('172.217.170.100', 0),45:00:00:36:00:00,40:00:33:11:82:E4,55724
('192.168.172.236', 0),45:00:00:D7:50:71,40:00:80:11:E4:D1,43200
('172.217.170.35', 0),45:00:00:39:00:00,40:00:33:11:83:22,55724
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:00:3D:50:72,40:00:80:11:E5:6A,43200
('192.168.172.236', 0),45:00:00:3D:78:BD,40:00:80:11:BD:60,43200
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:05:A0:C9:F8,40:00:80:06:6F:4C,43200
('192.168.172.236', 0),45:00:00:3D:50:73,40:00:80:11:E5:69,43200
('172.217.170.35', 0),45:00:00:3E:00:00,40:00:33:11:83:1D,55724
('192.168.172.236', 0),45:00:00:3F:78:BE,40:00:80:11:BD:5D,43200
('192.168.172.236', 0),45:00:00:3D:78:BF,40:00:80:11:BD:5E,43200
('192.168.172.236', 0),45:00:00:3D:78:C1,40:00:80:11:BD:5C,43200
('172.217.170.100', 0),45:00:01:52:00:00,40:00:33:11:81:C8,55724
('192.168.172.236', 0),45:00:00:3E:50:76,40:00:80:11:E5:65,43200
('192.168.172.236', 0),45:00:00:A5:50:77,40:00:80:11:E4:FD,43200
('172.217.170.100', 0),45:00:04:FA:00:00,40:00:33:11:7E:20,55724
('172.217.170.100', 0),45:00:04:3E:00:00,40:00:33:11:7E:DC,55724
('172.217.170.100', 0),45:00:00:82:00:00,40:00:33:11:82:98,55724
('172.217.170.35', 0),45:00:00:35:00:00,40:00:33:11:83:26,55724
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:00:3D:50:7B,40:00:80:11:E5:61,43200
('172.217.170.100', 0),45:00:00:36:00:00,40:00:33:11:82:E4,55724
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:00:3D:50:7C,40:00:80:11:E5:60,43200
('192.168.172.236', 0),45:00:04:FE:0E:5E,40:00:80:11:22:B4,43200
('192.168.172.236', 0),45:00:02:60:50:7D,40:00:80:11:E3:3C,43200
('172.217.170.110', 0),45:00:04:FE:00:00,40:00:33:11:7E:12,55724
('172.217.170.100', 0),45:00:04:FA:00:00,40:00:33:11:7E:20,55724
('172.217.170.100', 0),45:00:04:FE:00:00,40:00:33:11:7E:1C,55724
('192.168.172.236', 0),45:00:00:29:96:E2,40:00:80:06:E7:97,43200
('172.217.170.100', 0),45:00:00:3F:00:00,40:00:33:11:82:DB,55724
('192.168.172.236', 0),45:00:00:3D:50:80,40:00:80:11:E5:5C,43200
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:00:42:99:91,00:00:80:11:C6:AB,43200
('192.168.172.236', 0),45:00:00:3D:50:81,40:00:80:11:E5:5B,43200
('172.217.170.100', 0),45:00:00:36:00:00,40:00:33:11:82:E4,55724
('192.168.172.236', 0),45:00:04:FE:50:82,40:00:80:11:E0:99,43200
('172.217.170.110', 0),45:00:04:FE:00:00,40:00:33:11:7E:12,55724
('192.168.172.236', 0),45:00:00:6B:0E:60,40:00:80:11:27:45,43200
('192.168.172.236', 0),45:00:04:FA:0E:62,40:00:80:11:22:B4,43200
('192.168.172.48', 0),45:00:00:52:75:22,40:00:40:11:EB:0A,43200
('172.217.170.110', 0),45:00:00:37:00:00,40:00:33:11:82:D9,55724
('192.168.172.236', 0),45:00:04:FE:26:E2,40:00:80:11:0A:3C,43200
('192.168.172.236', 0),45:00:04:FA:26:E4,40:00:80:11:0A:3E,43200
('172.217.170.100', 0),45:00:00:3F:00:00,40:00:33:11:82:DB,55724
('172.217.170.98', 0),45:00:04:FE:00:00,40:00:33:11:7E:1E,55724
('192.168.172.236', 0),45:00:00:3D:50:85,40:00:80:11:E5:57,43200
('172.217.170.110', 0),45:00:03:2C:00:00,40:00:33:11:7F:E4,55724
('192.168.172.236', 0),45:00:00:3F:0E:65,40:00:80:11:27:6C,43200
('192.168.172.236', 0),45:00:04:FE:26:E6,40:00:80:11:0A:38,43200
('192.168.172.236', 0),45:00:00:3D:50:87,40:00:80:11:E5:55,43200
('172.217.170.98', 0),45:00:00:35:00:00,40:00:33:11:82:E7,55724
('192.168.172.236', 0),45:00:00:3D:0E:66,40:00:80:11:27:6D,43200
('192.168.172.236', 0),45:00:00:3D:26:E8,40:00:80:11:0E:F7,43200
('172.217.170.98', 0),45:00:00:68:00:00,40:00:33:11:82:B4,55724
('172.217.170.110', 0),45:00:00:35:00:00,40:00:33:11:82:DB,55724
('192.168.172.236', 0),45:00:00:3D:26:E9,40:00:80:11:0E:F6,43200
('172.217.170.98', 0),45:00:01:80:00:00,40:00:33:11:81:9C,55724
('172.217.170.98', 0),45:00:00:35:00:00,40:00:33:11:82:E7,55724
('192.168.172.236', 0),45:00:00:45:26:EB,40:00:80:11:0E:EC,43200
('172.217.170.98', 0),45:00:00:35:00:00,40:00:33:11:82:E7,55724
('172.217.170.98', 0),45:00:00:36:00:00,40:00:33:11:82:E6,55724
('192.168.172.236', 0),45:00:00:29:C5:B2,40:00:80:06:32:71,43200
('192.168.172.236', 0),45:00:01:73:50:88,40:00:80:11:E4:1E,43200
('172.217.170.100', 0),45:00:00:39:00:00,40:00:33:11:82:E1,55724
('192.168.172.236', 0),45:00:00:3D:50:89,40:00:80:11:E5:53,43200
('192.168.172.236', 0),45:00:00:3D:50:8A,40:00:80:11:E5:52,43200
('198.252.206.25', 0),45:00:00:34:5C:53,40:00:2A:06:F1:C5,64710
('192.168.172.236', 0),45:00:01:23:50:8C,40:00:80:11:E4:6A,43200
